source_id,title,source_type,url,source_confidence,source_status,used_in,last_checked_date
apps_apple_com_us_app_musescore_sheet_music_chords_id835731296,MuseScore,Public source / proxy,https://apps.apple.com/us/app/musescore-sheet-music-chords/id835731296,Pending,URL collected; factual claims limited to source-backed statements.,Music,2026-06-11
apps_apple_com_us_app_songsterr_tabs_chords_id399211291,Songsterr,Public source / proxy,https://apps.apple.com/us/app/songsterr-tabs-chords/id399211291,Pending,URL collected; factual claims limited to source-backed statements.,Music; Practice ecosystem,2026-06-11
chordai_net,Chord ai,Public source / proxy,https://chordai.net/,Medium,Official Chord ai source validates product identity and AI chord-recognition scope; precise legal operator still requires app-store/company validation.,Music,2026-06-13
fretello_com,Fretello,Public source / proxy,https://fretello.com/,Pending,URL collected; factual claims limited to source-backed statements.,Education,2026-06-11
apps_apple_com_us_app_bandlab_music_maker_beats_id968585775,BandLab,Public source / proxy,https://apps.apple.com/us/app/bandlab-music-maker-beats/id968585775,Pending,URL collected; factual claims limited to source-backed statements.,Music,2026-06-11
riaa_suno_udio_2024,Suno / Udio / RIAA,Official / credible public source,https://www.riaa.com/record-companies-bring-landmark-cases-for-responsible-ai-againstsuno-and-udio-in-boston-and-new-york-federal-courts-respectively/,High,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
eu_ai_act_2024,European Union AI Act,Official / credible public source,https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai,High,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
tiktok_music_shutdown_2024,TikTok Music,Public source / proxy,https://www.businessinsider.com/tiktok-abandoning-plan-to-challenge-spotify-apple-in-music-streaming-2024-9,Medium,URL collected; factual claims limited to source-backed statements.,"Media, publishers and cultural drivers",2026-06-11
duolingo_loog_2024,Duolingo / Loog,Public source / proxy,https://www.theverge.com/2024/9/25/24253932/duolingo-loog-portable-green-piano-music-lessons,Medium,URL collected; factual claims limited to source-backed statements.,Wider education and self-improvement ecosystem,2026-06-11
youtube_ai_restyle_2024,YouTube Dream Track,Public source / proxy,https://www.theverge.com/2024/11/12/24294891/youtube-ai-restyle-music-creators,Medium,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
takelessons_closure_2024,Microsoft TakeLessons,Official / credible public source,https://learn.microsoft.com/en-us/takelessons/takelessons-closure-faq,High,URL collected; factual claims limited to source-backed statements.,"Teachers, schools and music education organizations",2026-06-11
musicai_series_a_2025,Music.AI / Moises,Official / credible public source,https://music.ai/blog/press/music-ai-raises-40m-series-a/,High,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
usco_ai_part2_2025,U.S. Copyright Office,Official / credible public source,https://www.copyright.gov/ai/,High,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
school_of_rock_locations_2025,School of Rock,Public source / proxy,https://www.schoolofrock.com/locations,Medium,URL collected; factual claims limited to source-backed statements.,"Teachers, schools and music education organizations",2026-06-11
splice_spitfire_2025,Splice / Spitfire Audio,Official / credible public source,https://www.prnewswire.com/news-releases/splice-to-supercharge-music-creation-ecosystem-with-acquisition-of-spitfire-audio-positioning-itself-to-lead-in-the-7b-music-software-and-services-sector-302439458.html,High,URL collected; factual claims limited to source-backed statements.,Music hobby software ecosystem,2026-06-11
tiktok_for_artists_2025,TikTok for Artists,Official / credible public source,https://newsroom.tiktok.com/en-us/tiktok-for-artists-launches,High,URL collected; factual claims limited to source-backed statements.,"Media, publishers and cultural drivers",2026-06-11
eleven_music_2025,ElevenLabs Music,Official / credible public source,https://elevenlabs.io/blog/eleven-music-is-here,High,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
moises_ai_studio_2025,Moises AI Studio,Official / credible public source,https://moises.ai/newsroom/product-announcements/launch-ai-studio/,High,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
spotify_ai_protections_2025,Spotify,Official / credible public source,https://newsroom.spotify.com/2025-09-25/spotify-strengthens-ai-protections/,High,URL collected; factual claims limited to source-backed statements.,"Media, publishers and cultural drivers",2026-06-11
creative_europe_games_2026,Creative Europe MEDIA,Official / credible public source,https://www.creativeeuropeireland.eu/funding-opportunities/call/video-games-immersive-content,High,URL collected; factual claims limited to source-backed statements.,Funding,2026-06-11
splice_instrument_2025,Splice INSTRUMENT,Public source / proxy,https://www.musicradar.com/music-tech/for-the-first-time-were-moving-beyond-samples-splice-unveils-free-plugin-and-virtual-instrument-platform-with-hundreds-of-free-presets,Medium,URL collected; factual claims limited to source-backed statements.,Music hobby software ecosystem,2026-06-11
umg_udio_2025,UMG / Udio,Official / credible public source,https://www.universalmusic.com/universal-music-group-and-udio-announce-udios-first-strategic-agreements-for-new-licensed-ai-music-creation-platform/,High,Official UMG/Udio announcement validates Udio positioning and investor/backer signal.,AI companies and AI initiatives,2026-06-13
suno_series_c_2025,Suno,Official / credible public source,https://suno.com/blog/series-c-announcement,High,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
wmg_suno_2025,Warner Music Group / Suno,Official / credible public source,https://www.wmg.com/news/warner-music-group-and-suno-forge-groundbreaking-partnership,High,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
spotify_wrapped_artists_2025,Spotify Wrapped for Artists,Official / credible public source,https://newsroom.spotify.com/2025-12-03/wrapped-for-artists-songwriters-creators-authors-advertisers/,High,URL collected; factual claims limited to source-backed statements.,"Media, publishers and cultural drivers",2026-06-11
tiktok_top_music_2025,TikTok Year in Music,Official / credible public source,https://newsroom.tiktok.com/tiktok-reveals-the-top-artists-and-songs-of-2025?lang=en,High,URL collected; factual claims limited to source-backed statements.,"Media, publishers and cultural drivers",2026-06-11
worldwide_edtech_2026,WorldWiDE EdTech Awards,Public source / proxy,https://worldwide-edtech.org/faq,Medium,URL collected; factual claims limited to source-backed statements.,Awards,2026-06-11
eic_deadlines_2026,EIC Accelerator,Public source / proxy,https://innovation-manager.com/eic-accelerator-2026-key-application-dates-announced/,Medium,URL collected; factual claims limited to source-backed statements.,Funding,2026-06-11
webby_deadline_2026,Webby Awards,Official / credible public source,https://www.webbyawards.com/how-to-enter-the-webby-awards/,High,URL collected; factual claims limited to source-backed statements.,Awards,2026-06-11
creative_europe_deadline_2026,Creative Europe MEDIA,Public source / proxy,https://www.euro-access.eu/en/calls/2391/Video-games-and-immersive-content-development,Medium,URL collected; factual claims limited to source-backed statements.,Funding,2026-06-11
edtech_awards_2026,EdTech Awards,Official / credible public source,https://www.edtechdigest.com/2026-finalists-winners/,High,URL collected; factual claims limited to source-backed statements.,Awards,2026-06-11
spotify_loud_clear_2026,Spotify Loud & Clear,Public source / proxy,https://www.musicradar.com/music-industry/streaming-sharing/spotify-is-the-highest-paying-retailer-globally-paying-the-music-industry-more-than-usd11-billion-in-2025-spotify-reveals-how-much-it-actually-pays-out-to-musicians-in-its-new-loud-and-clear-report,Medium,URL collected; factual claims limited to source-backed statements.,"Media, publishers and cultural drivers",2026-06-11
splice_ai_tools_2026,Splice,Public source / proxy,https://www.musicbusinessworldwide.com/splice-launches-ai-tools-that-compensate-sample-creators-when-their-sounds-are-used/,Medium,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
brandon_hall_edtech_2026,Brandon Hall EdTech Awards,Official / credible public source,https://excellenceawards.brandonhall.com/edtech/,High,URL collected; factual claims limited to source-backed statements.,Awards,2026-06-11
youtube_music_growth_2026,YouTube Music / Premium,Public source / proxy,https://www.digitalmusicnews.com/2026/04/30/youtube-music-subscribers-q1-2026/,Medium,URL collected; factual claims limited to source-backed statements.,"Media, publishers and cultural drivers",2026-06-11
google_play_q1_2026,Google Play,Official / credible public source,https://google.play/the-latest/2026-q1/,High,URL collected; factual claims limited to source-backed statements.,Music learning apps and platforms,2026-06-11
apple_ada_finalists_2026,Apple Design Awards,Official / credible public source,https://developer.apple.com/news/?id=8t3j66i7,High,URL collected; factual claims limited to source-backed statements.,Awards,2026-06-11
google_play_accelerator_2026,Google Play Apps Accelerator,Official / credible public source,https://developer.android.com/blog/posts/meet-the-class-of-2026-for-the-google-play-apps-accelerator,High,URL collected; factual claims limited to source-backed statements.,Funding,2026-06-11
afm_ai_licensing_2026,AFM / UMG / WMG,Public source / proxy,https://pitchfork.com/news/musicians-union-sues-universal-and-warner-over-ai-use,Medium,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
bandlab_songstarter_2026,BandLab SongStarter,Official / credible public source,https://help.bandlab.com/hc/en-us/articles/24226593087001-Generate-Ideas-with-SongStarter-AI,High,URL collected; factual claims limited to source-backed statements.,Music hobby software ecosystem,2026-06-11
google_lyria_lawsuit_2026,Google / YouTube / Lyria,Public source / proxy,https://www.theverge.com/tech/947770/google-lyria-music-ai-lawsuit-youtube,Medium,URL collected; factual claims limited to source-backed statements.,AI companies and AI initiatives,2026-06-11
fender_moises_2026,Fender Studio Pro / Moises,Public source / proxy,https://www.musicradar.com/music-tech/daws/ai-isnt-the-destination-making-music-is-fender-looks-forward-as-its-studio-pro-daw-integrates-moises-stem-separation-and-a-smart-studio-assistant,Medium,URL collected; factual claims limited to source-backed statements.,"Instrument brands, manufacturers and distributors",2026-06-11
apple_ada_winners_2026,Apple Design Awards,Official / credible public source,https://www.apple.com/newsroom/2026/06/apple-reveals-winners-of-the-2026-apple-design-awards/,High,URL collected; factual claims limited to source-backed statements.,Awards,2026-06-11
rocksmith_plus_official,Rocksmith+,Public source / proxy,https://www.ubisoft.com/en-us/game/rocksmith/plus,High,Official Ubisoft product page supports Rocksmith+ as Ubisoft product surface.,Music learning apps and platforms,2026-06-13
chord_ai_public,Chord ai,Public source / proxy,https://chordai.net/,Medium,Official Chord ai source validates product identity and AI chord-recognition scope; precise legal operator still requires app-store/company validation.,Music hobby software ecosystem,2026-06-13
abrsm_impact_2024,ABRSM,Official / credible public source,https://www.abrsm.org/sites/default/files/2024-09/Impact%20Report%202024%20FINAL.pdf,High,URL collected; factual claims limited to source-backed statements.,"Teachers, schools and music education organizations",2026-06-11
muse_hal_leonard_2025,Muse Group / Hal Leonard,Public source / proxy,https://www.mu.se/posts/muse-group-unifies-hal-leonard-us-and-hal-leonard-europe-into-a-global-powerhouse,Medium,URL collected; factual claims limited to source-backed statements.,"Media, publishers and cultural drivers",2026-06-11
bandlab_100m,BandLab,Official / credible public source,https://www.bandlab.com/?lang=en,High,URL collected; factual claims limited to source-backed statements.,Music hobby software ecosystem,2026-06-11
tiktok_artists_beta_2025,TikTok for Artists beta,Public source / proxy,https://www.thefader.com/2025/04/10/tiktok-for-artists-spotify,Medium,URL collected; factual claims limited to source-backed statements.,"Media, publishers and cultural drivers",2026-06-11
berklee_online_about,Berklee Online,Official / credible public source,https://online.berklee.edu/about/berklee-online,High,URL collected; factual claims limited to source-backed statements.,"Teachers, schools and music education organizations",2026-06-11
lessonface_home,Lessonface,Public source / proxy,https://www.lessonface.com/home,Medium,URL collected; factual claims limited to source-backed statements.,"Teachers, schools and music education organizations",2026-06-11
musescore_app_2026,MuseScore,Public source / proxy,https://apps.apple.com/us/app/musescore-sheet-music-chords/id835731296,Medium,URL collected; factual claims limited to source-backed statements.,Music hobby software ecosystem,2026-06-11
pianote_official,Pianote / Musora,Public source / proxy,https://www.pianote.com/,Medium,URL collected; factual claims limited to source-backed statements.,"Influencers, creators and educators",2026-06-11
school_of_rock_warped_2025,School of Rock / Warped Tour,Public source / proxy,https://www.schoolofrock.com/locations/rockvillecentre/news/events/school-of-rock-set-to-hit-the-stage-at-warped-tour-in-orlando,Medium,URL collected; factual claims limited to source-backed statements.,"Teachers, schools and music education organizations",2026-06-11
menlo_suno_2025,Menlo Ventures / Suno,Official / credible public source,https://menlovc.com/perspective/the-future-of-music-is-participatory-leading-sunos-series-c/,High,URL collected; factual claims limited to source-backed statements.,Investors active in the space,2026-06-11
eic_results_2026,EIC Accelerator,Official / credible public source,https://eic.ec.europa.eu/news/61-start-ups-and-smes-secure-eic-support-latest-round-eic-accelerator-2026-02-17_en,High,URL collected; factual claims limited to source-backed statements.,Funding,2026-06-11
toms_guide_ai_awards_2026,Tom's Guide AI Awards,Public source / proxy,https://www.tomsguide.com/ai/introducing-the-toms-guide-ai-awards-2026,Medium,URL collected; factual claims limited to source-backed statements.,Awards,2026-06-11
guitarworld_beato_nuno_2026,Rick Beato / Gibson / Nuno Bettencourt,Public source / proxy,https://www.guitarworld.com/artists/guitarists/nuno-bettencourt-and-rick-beato-play-thin-lizzy,Medium,URL collected; factual claims limited to source-backed statements.,"Influencers, creators and educators",2026-06-11
business_finland_funding_2026,Business Finland,Official / credible public source,https://www.businessfinland.fi/en/services/funding/,High,URL collected; factual claims limited to source-backed statements.,Funding,2026-06-11
www_abrsm_org,ABRSM,Official / credible public source,https://www.abrsm.org/,High,URL collected; factual claims limited to source-backed statements.,Exam board / charity,2026-06-11
www_trinitycollege_com_local_trinity_UK_a_modern_approach_to_music_exams,Trinity College London,Official / credible public source,https://www.trinitycollege.com/local-trinity/UK/a-modern-approach-to-music-exams,High,URL collected; factual claims limited to source-backed statements.,Exam board,2026-06-11
www_rslawards_com,RSL Awards / Rockschool,Official / credible public source,https://www.rslawards.com/,High,URL collected; factual claims limited to source-backed statements.,Exam board / qualifications,2026-06-11
www_mtna_org_index_html,Music Teachers National Association,Public source / proxy,https://www.mtna.org/index.html,Medium,URL collected; factual claims limited to source-backed statements.,Teacher association,2026-06-11
online_berklee_edu_about_berklee_online,Berklee Online,Official / credible public source,https://online.berklee.edu/about/berklee-online,High,URL collected; factual claims limited to source-backed statements.,Online music school,2026-06-11
www_schoolofrock_com_locations,School of Rock,Public source / proxy,https://www.schoolofrock.com/locations,Medium,URL collected; factual claims limited to source-backed statements.,Music school franchise,2026-06-11
www_lessonface_com_home,Lessonface,Public source / proxy,https://www.lessonface.com/home,Medium,URL collected; factual claims limited to source-backed statements.,Online lesson marketplace,2026-06-11
learn_microsoft_com_en_us_takelessons_takelessons_closure_faq,TakeLessons,Official / credible public source,https://learn.microsoft.com/en-us/takelessons/takelessons-closure-faq,High,URL collected; factual claims limited to source-backed statements.,Closed lesson marketplace,2026-06-11
www_pianote_com,Pianote,Public source / proxy,https://www.pianote.com/,Medium,URL collected; factual claims limited to source-backed statements.,Online piano lesson brand; v3 database,2026-06-11
www_youtube_com_%40DrumeoOfficial,Drumeo,Public source / proxy,https://www.youtube.com/%40DrumeoOfficial,Medium,URL collected; factual claims limited to source-backed statements.,Online drum lesson brand; v3 database,2026-06-11
scottsbasslessons_com,Scott's Bass Lessons,Public source / proxy,https://scottsbasslessons.com/,Medium,URL collected; factual claims limited to source-backed statements.,Online bass school; v3 database,2026-06-11
artistworks_com,ArtistWorks,Public source / proxy,https://artistworks.com/,Medium,URL collected; factual claims limited to source-backed statements.,Online teacher platform,2026-06-11
www_tonebase_co,tonebase,Public source / proxy,https://www.tonebase.co/,Medium,URL collected; factual claims limited to source-backed statements.,Online music education,2026-06-11
www_rcmusic_com_learning,Royal Conservatory of Music,Official / credible public source,https://www.rcmusic.com/learning,High,URL collected; factual claims limited to source-backed statements.,Curriculum / exam body,2026-06-11
flat_io_edu,Flat for Education,Public source / proxy,https://flat.io/edu,Medium,URL collected; factual claims limited to source-backed statements.,Classroom music SaaS,2026-06-11
www_noteflight_com_learn,Noteflight Learn,Public source / proxy,https://www.noteflight.com/learn,Medium,URL collected; factual claims limited to source-backed statements.,Classroom notation platform,2026-06-11
www_youtube_com_martymusic,Marty Music,Public source / proxy,https://www.youtube.com/martymusic,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_RickBeato,Rick Beato,Public source / proxy,https://www.youtube.com/RickBeato,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
pauldavidsguitar_com,Paul Davids,Official / credible public source,https://pauldavidsguitar.com/,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_user_andycrowley,Andy Guitar,Public source / proxy,https://www.youtube.com/user/andycrowley,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_channel_UCasFZzbM8JJ6dqSVEgL9VVg,GuitarZero2Hero,Public source / proxy,https://www.youtube.com/channel/UCasFZzbM8JJ6dqSVEgL9VVg,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
videos_feedspot_com_guitar_youtube_channels,GuitarLessons365Song,Public source / proxy,https://videos.feedspot.com/guitar_youtube_channels/,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_user_swiftlessons,Swiftlessons,Public source / proxy,https://www.youtube.com/user/swiftlessons,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
pianowithjonny_com,Piano With Jonny,Public source / proxy,https://pianowithjonny.com/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_NahreSol,Nahre Sol,Public source / proxy,https://www.youtube.com/c/NahreSol,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_PianoFromScratch,Piano From Scratch,Public source / proxy,https://www.youtube.com/c/PianoFromScratch,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_BassBuzz,BassBuzz,Public source / proxy,https://www.youtube.com/c/BassBuzz,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_adamneely,Adam Neely,Public source / proxy,https://www.youtube.com/adamneely,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_%40DavidBennettPiano,David Bennett Music Theory,Public source / proxy,https://www.youtube.com/%40DavidBennettPiano,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
signalsmusic_studio,Signals Music Studio,Official / credible public source,https://signalsmusic.studio/,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_channel_UCdcemy56JtVTrsFIOoqvV8g,Andrew Huang,Public source / proxy,https://www.youtube.com/channel/UCdcemy56JtVTrsFIOoqvV8g,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_%40CharlesCornellStudios,Charles Cornell,Public source / proxy,https://www.youtube.com/%40CharlesCornellStudios,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_activemelody_com,Active Melody,Public source / proxy,https://www.activemelody.com/,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_Bernthguitar,Bernth,Public source / proxy,https://www.youtube.com/c/Bernthguitar,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_user_BenEllerGuitars,Ben Eller,Public source / proxy,https://www.youtube.com/user/BenEllerGuitars,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_12tonevideos,12tone,Public source / proxy,https://www.youtube.com/c/12tonevideos,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_TheCharismaticVoice,The Charismatic Voice,Public source / proxy,https://www.youtube.com/c/TheCharismaticVoice,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_user_th3ycharg3,Jared Dines,Public source / proxy,https://www.youtube.com/user/th3ycharg3,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
menlovc_com_perspective_the_future_of_music_is_participatory_leading_sunos_serie,Menlo Ventures,Official / credible public source,https://menlovc.com/perspective/the-future-of-music-is-participatory-leading-sunos-series-c/,High,URL collected; factual claims limited to source-backed statements.,VC,2026-06-11
suno_com_blog_series_c_announcement,Lightspeed Venture Partners,Official / credible public source,https://suno.com/blog/series-c-announcement,High,URL collected; factual claims limited to source-backed statements.,VC; VC; Corporate VC; Strategic investor,2026-06-11
music_ai_blog_press_music_ai_raises_40m_series_a,Connect Ventures,Official / credible public source,https://music.ai/blog/press/music-ai-raises-40m-series-a/,High,URL collected; factual claims limited to source-backed statements.,Strategic VC; VC; VC; VC; VC; VC / investor,2026-06-11
www_recordoftheday_com_news_and_press_music_ai_the_company_behind_moises_raises_,Samsung Next,Public source / proxy,https://www.recordoftheday.com/news-and-press/music-ai-the-company-behind-moises-raises-40m-in-series-a-funding-led-by-connect-ventures-and-monashees,Medium,URL collected; factual claims limited to source-backed statements.,Corporate VC,2026-06-11
www_accel_com,Accel,Public source / proxy,https://www.accel.com/,Medium,URL collected; factual claims limited to source-backed statements.,VC / growth,2026-06-11
caldecottmusic_com_press_9953_bandlab_raises_us65m_series_b,Prosus Ventures,Public source / proxy,https://caldecottmusic.com/press/9953-bandlab-raises-us65m-series-b,Medium,URL collected; factual claims limited to source-backed statements.,VC / growth; Strategic / holding company,2026-06-11
techcrunch_com_2022_04_26_social_music_platform_bandlab_scores_65m_at_a_valuatio,Vulcan Capital / Cercano,Public source / proxy,https://techcrunch.com/2022/04/26/social-music-platform-bandlab-scores-65m-at-a-valuation-of-315-million/,Medium,URL collected; factual claims limited to source-backed statements.,VC / family office,2026-06-11
www_musicbusinessworldwide_com_splice_closes_55m_series_d_funding_round_led_by_g,Goldman Sachs Growth,Public source / proxy,https://www.musicbusinessworldwide.com/splice-closes-55m-series-d-funding-round-led-by-goldman-sachs/,Medium,URL collected; factual claims limited to source-backed statements.,Growth fund / merchant banking; Strategic investment vehicle,2026-06-11
www_sonyinnovationfund_com,Sony Innovation Fund,Public source / proxy,https://www.sonyinnovationfund.com/,Medium,URL collected; factual claims limited to source-backed statements.,Corporate VC,2026-06-11
www_wmg_com_news_warner_music_group_and_suno_forge_groundbreaking_partnership,Warner Music Group,Official / credible public source,https://www.wmg.com/news/warner-music-group-and-suno-forge-groundbreaking-partnership,High,URL collected; factual claims limited to source-backed statements.,Strategic / corporate,2026-06-11
