watch_id,source_name,source_url,claim_area,refresh_cadence,review_priority,owner_placeholder,notes
google_play_accelerator_2026,Google Play Apps Accelerator,https://developer.android.com/blog/posts/meet-the-class-of-2026-for-the-google-play-apps-accelerator,Funding,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
afm_ai_licensing_2026,AFM / UMG / WMG,https://pitchfork.com/news/musicians-union-sues-universal-and-warner-over-ai-use,AI companies and AI initiatives,weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
bandlab_songstarter_2026,BandLab SongStarter,https://help.bandlab.com/hc/en-us/articles/24226593087001-Generate-Ideas-with-SongStarter-AI,Music hobby software ecosystem,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
google_lyria_lawsuit_2026,Google / YouTube / Lyria,https://www.theverge.com/tech/947770/google-lyria-music-ai-lawsuit-youtube,AI companies and AI initiatives,weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
fender_moises_2026,Fender Studio Pro / Moises,https://www.musicradar.com/music-tech/daws/ai-isnt-the-destination-making-music-is-fender-looks-forward-as-its-studio-pro-daw-integrates-moises-stem-separation-and-a-smart-studio-assistant,"Instrument brands, manufacturers and distributors",weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
apple_ada_winners_2026,Apple Design Awards,https://www.apple.com/newsroom/2026/06/apple-reveals-winners-of-the-2026-apple-design-awards/,Awards,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
rocksmith_plus_official,Rocksmith+,https://www.ubisoft.com/en-us/game/rocksmith/plus,Music learning apps and platforms,weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
chord_ai_public,Chord ai,https://chordai.net/,Music hobby software ecosystem,weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
abrsm_impact_2024,ABRSM,https://www.abrsm.org/sites/default/files/2024-09/Impact%20Report%202024%20FINAL.pdf,"Teachers, schools and music education organizations",weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
muse_hal_leonard_2025,Muse Group / Hal Leonard,https://www.mu.se/posts/muse-group-unifies-hal-leonard-us-and-hal-leonard-europe-into-a-global-powerhouse,"Media, publishers and cultural drivers",weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
bandlab_100m,BandLab,https://www.bandlab.com/?lang=en,Music hobby software ecosystem,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
tiktok_artists_beta_2025,TikTok for Artists beta,https://www.thefader.com/2025/04/10/tiktok-for-artists-spotify,"Media, publishers and cultural drivers",weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
berklee_online_about,Berklee Online,https://online.berklee.edu/about/berklee-online,"Teachers, schools and music education organizations",weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
lessonface_home,Lessonface,https://www.lessonface.com/home,"Teachers, schools and music education organizations",weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
musescore_app_2026,MuseScore,https://apps.apple.com/us/app/musescore-sheet-music-chords/id835731296,Music hobby software ecosystem,weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
pianote_official,Pianote / Musora,https://www.pianote.com/,"Influencers, creators and educators",weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
school_of_rock_warped_2025,School of Rock / Warped Tour,https://www.schoolofrock.com/locations/rockvillecentre/news/events/school-of-rock-set-to-hit-the-stage-at-warped-tour-in-orlando,"Teachers, schools and music education organizations",weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
menlo_suno_2025,Menlo Ventures / Suno,https://menlovc.com/perspective/the-future-of-music-is-participatory-leading-sunos-series-c/,Investors active in the space,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
eic_results_2026,EIC Accelerator,https://eic.ec.europa.eu/news/61-start-ups-and-smes-secure-eic-support-latest-round-eic-accelerator-2026-02-17_en,Funding,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
toms_guide_ai_awards_2026,Tom's Guide AI Awards,https://www.tomsguide.com/ai/introducing-the-toms-guide-ai-awards-2026,Awards,weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
guitarworld_beato_nuno_2026,Rick Beato / Gibson / Nuno Bettencourt,https://www.guitarworld.com/artists/guitarists/nuno-bettencourt-and-rick-beato-play-thin-lizzy,"Influencers, creators and educators",weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
business_finland_funding_2026,Business Finland,https://www.businessfinland.fi/en/services/funding/,Funding,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
www_abrsm_org,ABRSM,https://www.abrsm.org/,Exam board / charity,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
www_trinitycollege_com_local_trinity_UK_a_modern_approach_to_music_exams,Trinity College London,https://www.trinitycollege.com/local-trinity/UK/a-modern-approach-to-music-exams,Exam board,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
www_rslawards_com,RSL Awards / Rockschool,https://www.rslawards.com/,Exam board / qualifications,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
www_mtna_org_index_html,Music Teachers National Association,https://www.mtna.org/index.html,Teacher association,weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
online_berklee_edu_about_berklee_online,Berklee Online,https://online.berklee.edu/about/berklee-online,Online music school,weekly,High,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
www_schoolofrock_com_locations,School of Rock,https://www.schoolofrock.com/locations,Music school franchise,weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
www_lessonface_com_home,Lessonface,https://www.lessonface.com/home,Online lesson marketplace,weekly,Medium,Yousician research owner TBD,Bootstrapped from source_audit_v3.csv
